"date_time","temp","rain_1h","snow_1h","clouds_all","is_holiday","hour","month","day_of_week","is_imputed","traffic_volume","split"
"2016-07-02 10:00:00",294.67,0,0,20,0,10,7,"Saturday",0,3429,"train"
"2016-07-02 11:00:00",295.89,0,0,40,0,11,7,"Saturday",0,3892,"train"
"2016-07-02 12:00:00",296.6,0,0,40,0,12,7,"Saturday",0,3862,"train"
"2016-07-02 13:00:00",297.29,0,0,75,0,13,7,"Saturday",0,3550,"train"
"2016-07-02 14:00:00",297.94,0,0,40,0,14,7,"Saturday",0,3554,"train"
"2016-07-02 15:00:00",298.47,0,0,40,0,15,7,"Saturday",0,3487,"train"
"2016-07-02 16:00:00",298.45,0,0,40,0,16,7,"Saturday",0,3261,"train"
"2016-07-02 17:00:00",299.04,0,0,75,0,17,7,"Saturday",0,3263,"train"
"2016-07-02 18:00:00",298.64,0,0,40,0,18,7,"Saturday",0,3175,"train"
"2016-07-02 19:00:00",298.21,0,0,40,0,19,7,"Saturday",0,2805,"train"
"2016-07-02 20:00:00",296.99,0,0,40,0,20,7,"Saturday",0,2676,"train"
"2016-07-02 21:00:00",294.45,0,0,20,0,21,7,"Saturday",0,2495,"train"
"2016-07-02 22:00:00",292.09,0,0,20,0,22,7,"Saturday",0,2370,"train"
"2016-07-02 23:00:00",291.03,0,0,20,0,23,7,"Saturday",0,2205,"train"
"2016-07-03 00:00:00",290.15,0,0,1,0,0,7,"Sunday",0,1133,"train"
"2016-07-03 01:00:00",289.45,0,0,1,0,1,7,"Sunday",0,929,"train"
"2016-07-03 02:00:00",289.3,0,0,1,0,2,7,"Sunday",0,759,"train"
"2016-07-03 03:00:00",289.14,0,0,1,0,3,7,"Sunday",0,436,"train"
"2016-07-03 04:00:00",288.46,0,0,1,0,4,7,"Sunday",0,419,"train"
"2016-07-03 05:00:00",287.59,0,0,1,0,5,7,"Sunday",0,590,"train"
"2016-07-03 06:00:00",287.44,0,0,20,0,6,7,"Sunday",0,1095,"train"
"2016-07-03 07:00:00",289.23,0,0,40,0,7,7,"Sunday",0,1166,"train"
"2016-07-03 08:00:00",291.48,0,0,40,0,8,7,"Sunday",0,1616,"train"
"2016-07-03 09:00:00",293.62,0,0,40,0,9,7,"Sunday",0,2271,"train"
"2016-07-03 10:00:00",295.28,0,0,40,0,10,7,"Sunday",0,2827,"train"
"2016-07-03 11:00:00",296.44,0,0,75,0,11,7,"Sunday",0,3166,"train"
"2016-07-03 12:00:00",297.09,0,0,75,0,12,7,"Sunday",0,3464,"train"
"2016-07-03 13:00:00",297.97,0,0,40,0,13,7,"Sunday",0,3415,"train"
"2016-07-03 14:00:00",298.81,0,0,40,0,14,7,"Sunday",0,3454,"train"
"2016-07-03 15:00:00",299.28,0,0,20,0,15,7,"Sunday",0,3295,"train"
"2016-07-03 16:00:00",299.32,0,0,20,0,16,7,"Sunday",0,3220,"train"
"2016-07-03 17:00:00",299.4,0,0,20,0,17,7,"Sunday",0,3225,"train"
"2016-07-03 18:00:00",299.07,0,0,20,0,18,7,"Sunday",0,3041,"train"
"2016-07-03 19:00:00",298.07,0,0,20,0,19,7,"Sunday",0,2718,"train"
"2016-07-03 20:00:00",297.13,0,0,1,0,20,7,"Sunday",0,2563,"train"
"2016-07-03 21:00:00",295.04,0,0,1,0,21,7,"Sunday",0,2513,"train"
"2016-07-03 22:00:00",292.98,0,0,20,0,22,7,"Sunday",0,2252,"train"
"2016-07-03 23:00:00",291.46,0,0,20,0,23,7,"Sunday",0,1985,"train"
"2016-07-04 00:00:00",289.95,0,0,1,1,0,7,"Monday",0,1115,"train"
"2016-07-04 01:00:00",289.7,0,0,1,1,1,7,"Monday",0,581,"train"
"2016-07-04 02:00:00",288.95,0,0,1,1,2,7,"Monday",0,436,"train"
"2016-07-04 03:00:00",288.74,0,0,1,1,3,7,"Monday",0,270,"train"
"2016-07-04 04:00:00",288.54,0,0,1,1,4,7,"Monday",0,304,"train"
"2016-07-04 05:00:00",287.6,0,0,20,1,5,7,"Monday",0,660,"train"
"2016-07-04 06:00:00",287.49,0,0,20,1,6,7,"Monday",0,825,"train"
"2016-07-04 07:00:00",289.56,0,0,20,1,7,7,"Monday",0,798,"train"
"2016-07-04 08:00:00",292.34,0,0,20,1,8,7,"Monday",0,1060,"train"
"2016-07-04 09:00:00",294.36,0,0,20,1,9,7,"Monday",0,1582,"train"
"2016-07-04 10:00:00",295.32,0,0,90,1,10,7,"Monday",0,1949,"train"
"2016-07-04 11:00:00",296.14,0,0,75,1,11,7,"Monday",0,2657,"train"
"2016-07-04 12:00:00",296.77,0,0,75,1,12,7,"Monday",0,2916,"train"
"2016-07-04 13:00:00",297.63,0,0,75,1,13,7,"Monday",0,2881,"train"
"2016-07-04 14:00:00",297.76,0,0,90,1,14,7,"Monday",0,3095,"train"
"2016-07-04 15:00:00",298.37,0,0,75,1,15,7,"Monday",0,3252,"train"
"2016-07-04 16:00:00",298.66,0,0,75,1,16,7,"Monday",0,3197,"train"
"2016-07-04 17:00:00",298.77,0,0,75,1,17,7,"Monday",0,3044,"train"
"2016-07-04 18:00:00",298.49,0,0,75,1,18,7,"Monday",0,2979,"train"
"2016-07-04 19:00:00",297.91,0,0,90,1,19,7,"Monday",0,2886,"train"
"2016-07-04 20:00:00",297.32,0,0,90,1,20,7,"Monday",0,2765,"train"
"2016-07-04 21:00:00",296.64,0,0,90,1,21,7,"Monday",0,2471,"train"
"2016-07-04 22:00:00",295.49,0,0,40,1,22,7,"Monday",0,2975,"train"
"2016-07-04 23:00:00",294.5,0,0,40,1,23,7,"Monday",0,1980,"train"
"2016-07-05 00:00:00",293.16,0,0,40,0,0,7,"Tuesday",0,1038,"train"
"2016-07-05 01:00:00",292.68,0,0,1,0,1,7,"Tuesday",0,497,"train"
"2016-07-05 02:00:00",292.67,0,0,40,0,2,7,"Tuesday",0,331,"train"
"2016-07-05 03:00:00",293.09,0,0,75,0,3,7,"Tuesday",0,319,"train"
"2016-07-05 04:00:00",292.86,0,0,40,0,4,7,"Tuesday",0,729,"train"
"2016-07-05 05:00:00",292.7,0,0,75,0,5,7,"Tuesday",0,2468,"train"
"2016-07-05 06:00:00",293.05,0,0,75,0,6,7,"Tuesday",0,4739,"train"
"2016-07-05 07:00:00",293.59,0,0,20,0,7,7,"Tuesday",0,5115,"train"
"2016-07-05 08:00:00",294.45,0,0,75,0,8,7,"Tuesday",0,4441,"train"
"2016-07-05 09:00:00",295.77,0,0,75,0,9,7,"Tuesday",0,4023,"train"
"2016-07-05 10:00:00",297.81,0,0,75,0,10,7,"Tuesday",0,3465,"train"
"2016-07-05 11:00:00",299.13,0,0,75,0,11,7,"Tuesday",0,3720,"train"
"2016-07-05 12:00:00",300.78,0,0,75,0,12,7,"Tuesday",0,4318,"train"
"2016-07-05 13:00:00",301.75,0,0,75,0,13,7,"Tuesday",0,4200,"train"
"2016-07-05 14:00:00",303.5,0,0,75,0,14,7,"Tuesday",0,4346,"train"
"2016-07-05 15:00:00",303.81,0,0,75,0,15,7,"Tuesday",0,4784,"train"
"2016-07-05 16:00:00",302.99,0,0,75,0,16,7,"Tuesday",0,5494,"train"
"2016-07-05 17:00:00",300.79,0,0,75,0,17,7,"Tuesday",0,5577,"train"
"2016-07-05 18:00:00",297.44,0,0,90,0,18,7,"Tuesday",0,3177,"train"
"2016-07-05 19:00:00",294.91,7.62,0,90,0,19,7,"Tuesday",0,2821,"train"
"2016-07-05 20:00:00",293.53,6.35,0,90,0,20,7,"Tuesday",0,1975,"train"
"2016-07-05 21:00:00",292.84,1.78,0,90,0,21,7,"Tuesday",0,1752,"train"
"2016-07-05 22:00:00",292.65,0,0,90,0,22,7,"Tuesday",0,2459,"train"
"2016-07-05 23:00:00",292.08,0,0,1,0,23,7,"Tuesday",0,2091,"train"
"2016-07-06 00:00:00",291.88,0,0,40,0,0,7,"Wednesday",0,700,"train"
"2016-07-06 01:00:00",291.3,0,0,20,0,1,7,"Wednesday",0,358,"train"
"2016-07-06 02:00:00",290.77,0,0,1,0,2,7,"Wednesday",0,288,"train"
"2016-07-06 03:00:00",290.53,0,0,40,0,3,7,"Wednesday",0,341,"train"
"2016-07-06 04:00:00",290.6,0,0,40,0,4,7,"Wednesday",0,816,"train"
"2016-07-06 05:00:00",290.86,0,0,75,0,5,7,"Wednesday",0,2789,"train"
"2016-07-06 06:00:00",290.51,0,0,75,0,6,7,"Wednesday",0,5182,"train"
"2016-07-06 07:00:00",291.25,0,0,75,0,7,7,"Wednesday",0,5951,"train"
"2016-07-06 08:00:00",292.5,0,0,75,0,8,7,"Wednesday",0,5135,"train"
"2016-07-06 09:00:00",294.71,0,0,75,0,9,7,"Wednesday",0,4108,"train"
"2016-07-06 10:00:00",296.07,0,0,75,0,10,7,"Wednesday",0,3872,"train"
"2016-07-06 11:00:00",298.07,0,0,75,0,11,7,"Wednesday",0,4116,"train"
"2016-07-06 12:00:00",299.37,0,0,40,0,12,7,"Wednesday",0,4180,"train"
"2016-07-06 13:00:00",300.76,0,0,40,0,13,7,"Wednesday",0,4277,"train"
"2016-07-06 14:00:00",301.17,0,0,40,0,14,7,"Wednesday",0,4455,"train"
"2016-07-06 15:00:00",302.22,0,0,20,0,15,7,"Wednesday",0,4723,"train"
"2016-07-06 16:00:00",302.47,0,0,20,0,16,7,"Wednesday",0,5555,"train"
"2016-07-06 17:00:00",302.53,0,0,20,0,17,7,"Wednesday",0,5515,"train"
"2016-07-06 18:00:00",302,0,0,20,0,18,7,"Wednesday",0,4181,"train"
"2016-07-06 19:00:00",301.4,0,0,20,0,19,7,"Wednesday",0,3217,"train"
"2016-07-06 20:00:00",300.46,0,0,20,0,20,7,"Wednesday",0,2804,"train"
"2016-07-06 21:00:00",297.22,0,0,20,0,21,7,"Wednesday",0,2776,"train"
"2016-07-06 22:00:00",295.65,0,0,75,0,22,7,"Wednesday",0,3222,"train"
"2016-07-06 23:00:00",293.91,0,0,1,0,23,7,"Wednesday",0,2355,"train"
"2016-07-07 00:00:00",292.79,0,0,1,0,0,7,"Thursday",0,779,"train"
"2016-07-07 01:00:00",293.05,0,0,90,0,1,7,"Thursday",0,392,"train"
"2016-07-07 02:00:00",293.16,0,0,90,0,2,7,"Thursday",0,411,"train"
"2016-07-07 03:00:00",292.42,0,0,1,0,3,7,"Thursday",0,335,"train"
"2016-07-07 04:00:00",292.85,1.02,0,75,0,4,7,"Thursday",0,843,"train"
"2016-07-07 05:00:00",292.65,1.27,0,90,0,5,7,"Thursday",0,2649,"train"
"2016-07-07 06:00:00",292.7,0,0,90,0,6,7,"Thursday",0,5185,"train"
"2016-07-07 07:00:00",292.73,0,0,90,0,7,7,"Thursday",0,5849,"train"
"2016-07-07 08:00:00",293.45,0,0,90,0,8,7,"Thursday",0,5245,"train"
"2016-07-07 09:00:00",294.2,0,0,90,0,9,7,"Thursday",0,4557,"train"
"2016-07-07 10:00:00",295.31,0,0,75,0,10,7,"Thursday",0,4163,"train"
"2016-07-07 11:00:00",297.49,0,0,75,0,11,7,"Thursday",0,4350,"train"
"2016-07-07 12:00:00",298.45,0,0,40,0,12,7,"Thursday",0,4458,"train"
"2016-07-07 13:00:00",299.48,0,0,75,0,13,7,"Thursday",0,4596,"train"
"2016-07-07 14:00:00",300.1,0,0,75,0,14,7,"Thursday",0,4924,"train"
"2016-07-07 15:00:00",300.11,0,0,1,0,15,7,"Thursday",0,4983,"train"
"2016-07-07 16:00:00",299.83,0,0,75,0,16,7,"Thursday",0,6080,"train"
"2016-07-07 17:00:00",299.2,0,0,75,0,17,7,"Thursday",0,5974,"train"
"2016-07-07 18:00:00",298.03,0.25,0,40,0,18,7,"Thursday",0,4183,"train"
"2016-07-07 19:00:00",296.43,0.51,0,90,0,19,7,"Thursday",0,3109,"train"
"2016-07-07 20:00:00",295.79,0,0,90,0,20,7,"Thursday",0,2597,"train"
"2016-07-07 21:00:00",294.74,0,0,75,0,21,7,"Thursday",0,2431,"train"
"2016-07-07 22:00:00",294.02,0,0,75,0,22,7,"Thursday",0,1906,"train"
"2016-07-07 23:00:00",293.8,0,0,75,0,23,7,"Thursday",0,1242,"train"
"2016-07-08 00:00:00",293.45,0,0,75,0,0,7,"Friday",0,680,"train"
"2016-07-08 01:00:00",293.07,0,0,20,0,1,7,"Friday",0,413,"train"
"2016-07-08 02:00:00",292.35,0,0,20,0,2,7,"Friday",0,305,"train"
"2016-07-08 03:00:00",292.1,0,0,20,0,3,7,"Friday",0,348,"train"
"2016-07-08 04:00:00",291.46,0,0,20,0,4,7,"Friday",0,820,"train"
"2016-07-08 05:00:00",291.16,0,0,75,0,5,7,"Friday",0,2695,"train"
"2016-07-08 06:00:00",291.09,0.25,0,75,0,6,7,"Friday",0,4519,"train"
"2016-07-08 07:00:00",291.47,0,0,40,0,7,7,"Friday",0,5551,"train"
"2016-07-08 08:00:00",292.46,0,0,20,0,8,7,"Friday",0,4956,"train"
"2016-07-08 09:00:00",293.28,0,0,40,0,9,7,"Friday",0,4451,"train"
"2016-07-08 10:00:00",293.24,0,0,75,0,10,7,"Friday",0,4408,"train"
"2016-07-08 11:00:00",293.78,0,0,90,0,11,7,"Friday",0,4637,"train"
"2016-07-08 12:00:00",294.35,0,0,90,0,12,7,"Friday",0,4619,"train"
"2016-07-08 13:00:00",295.42,0,0,75,0,13,7,"Friday",0,4593,"train"
"2016-07-08 14:00:00",296.18,0.51,0,90,0,14,7,"Friday",0,4736,"train"
"2016-07-08 15:00:00",297.23,0,0,75,0,15,7,"Friday",0,5096,"train"
"2016-07-08 16:00:00",298,0,0,64,0,16,7,"Friday",0,5628,"train"
"2016-07-08 17:00:00",298.4,0,0,75,0,17,7,"Friday",0,4855,"train"
"2016-07-08 18:00:00",298.43,0,0,75,0,18,7,"Friday",0,4057,"train"
"2016-07-08 19:00:00",298.15,0,0,75,0,19,7,"Friday",0,3204,"train"
"2016-07-08 20:00:00",297.06,0,0,90,0,20,7,"Friday",0,2618,"train"
"2016-07-08 21:00:00",295.63,0,0,40,0,21,7,"Friday",0,2664,"train"
"2016-07-08 22:00:00",293.96,0,0,20,0,22,7,"Friday",0,2367,"train"
"2016-07-08 23:00:00",292.39,0,0,20,0,23,7,"Friday",0,1856,"train"
"2016-07-09 00:00:00",291.24,0,0,1,0,0,7,"Saturday",0,1376,"train"
"2016-07-09 01:00:00",290.12,0,0,1,0,1,7,"Saturday",0,1070,"train"
"2016-07-09 02:00:00",289.5,0,0,1,0,2,7,"Saturday",0,678,"train"
"2016-07-09 03:00:00",288.78,0,0,1,0,3,7,"Saturday",0,508,"train"
"2016-07-09 04:00:00",288.36,0,0,1,0,4,7,"Saturday",0,541,"train"
"2016-07-09 05:00:00",287.83,0,0,1,0,5,7,"Saturday",0,976,"train"
"2016-07-09 06:00:00",287.45,0,0,1,0,6,7,"Saturday",0,1474,"train"
"2016-07-09 07:00:00",289.78,0,0,1,0,7,7,"Saturday",0,1887,"train"
"2016-07-09 08:00:00",291.6,0,0,1,0,8,7,"Saturday",0,2394,"train"
"2016-07-09 09:00:00",293.77,0,0,1,0,9,7,"Saturday",0,3045,"train"
"2016-07-09 10:00:00",295.39,0,0,1,0,10,7,"Saturday",0,3333,"train"
"2016-07-09 11:00:00",297.09,0,0,1,0,11,7,"Saturday",0,3675,"train"
"2016-07-09 12:00:00",297.86,0,0,1,0,12,7,"Saturday",0,3837,"train"
"2016-07-09 13:00:00",299,0,0,20,0,13,7,"Saturday",0,3792,"train"
"2016-07-09 14:00:00",299.73,0,0,40,0,14,7,"Saturday",0,3905,"train"
"2016-07-09 15:00:00",300.17,0,0,40,0,15,7,"Saturday",0,4142,"train"
"2016-07-09 16:00:00",300.38,0,0,40,0,16,7,"Saturday",0,3837,"train"
"2016-07-09 17:00:00",300.45,0,0,40,0,17,7,"Saturday",0,3827,"train"
"2016-07-09 18:00:00",300.1,0,0,40,0,18,7,"Saturday",0,3412,"train"
"2016-07-09 19:00:00",299.31,0,0,1,0,19,7,"Saturday",0,2903,"train"
"2016-07-09 20:00:00",298.19,0,0,40,0,20,7,"Saturday",0,97,"train"
"2016-07-09 21:00:00",296.15,0,0,1,0,21,7,"Saturday",0,10,"train"
"2016-07-09 22:00:00",295.16,0,0,1,0,22,7,"Saturday",0,11,"train"
"2016-07-09 23:00:00",294.63,0,0,40,0,23,7,"Saturday",0,1,"train"
"2016-07-10 00:00:00",294.08,0,0,40,0,0,7,"Sunday",0,1376,"train"
"2016-07-10 01:00:00",294.52,0,0,75,0,1,7,"Sunday",0,1070,"train"
"2016-07-10 02:00:00",294.4,0,0,75,0,2,7,"Sunday",0,678,"train"
"2016-07-10 03:00:00",294.39,0,0,75,0,3,7,"Sunday",0,508,"train"
"2016-07-10 04:00:00",294.36,0,0,75,0,4,7,"Sunday",0,541,"train"
"2016-07-10 05:00:00",293.07,6.48,0,75,0,5,7,"Sunday",0,980,"train"
"2016-07-10 06:00:00",291.79,5.46,0,90,0,6,7,"Sunday",0,1481,"train"
"2016-07-10 07:00:00",291.53,2.67,0,90,0,7,7,"Sunday",0,1897,"train"
"2016-07-10 08:00:00",291.74,0.51,0,75,0,8,7,"Sunday",0,2407,"train"
"2016-07-10 09:00:00",292.11,0.25,0,90,0,9,7,"Sunday",0,3062,"train"
"2016-07-10 10:00:00",293.61,0,0,90,0,10,7,"Sunday",0,3351,"train"
"2016-07-10 11:00:00",295.92,0,0,75,0,11,7,"Sunday",0,3695,"train"
"2016-07-10 12:00:00",296.72,0,0,90,0,12,7,"Sunday",0,3858,"train"
"2016-07-10 13:00:00",297.67,0,0,90,0,13,7,"Sunday",0,3903,"train"
"2016-07-10 14:00:00",298.88,0,0,90,0,14,7,"Sunday",0,3840,"train"
"2016-07-10 15:00:00",299.3,0,0,75,0,15,7,"Sunday",0,3777,"train"
"2016-07-10 16:00:00",299.53,0,0,75,0,16,7,"Sunday",0,3869,"train"
"2016-07-10 17:00:00",299.97,0,0,75,0,17,7,"Sunday",0,4093,"train"
"2016-07-10 18:00:00",299.86,0,0,75,0,18,7,"Sunday",0,3736,"train"
"2016-07-10 19:00:00",299.02,0,0,75,0,19,7,"Sunday",0,3240,"train"
"2016-07-10 20:00:00",298.27,0.25,0,90,0,20,7,"Sunday",0,2603,"train"
"2016-07-10 21:00:00",296.88,0,0,1,0,21,7,"Sunday",0,2322,"train"
"2016-07-10 22:00:00",296.44,0,0,40,0,22,7,"Sunday",0,1721,"train"
"2016-07-10 23:00:00",296.26,0,0,90,0,23,7,"Sunday",0,1154,"train"
"2016-07-11 00:00:00",296.22,0,0,90,0,0,7,"Monday",0,621,"train"
"2016-07-11 01:00:00",295.8,0,0,90,0,1,7,"Monday",0,376,"train"
"2016-07-11 02:00:00",295.62,0,0,90,0,2,7,"Monday",0,291,"train"
"2016-07-11 03:00:00",295.24,0,0,75,0,3,7,"Monday",0,342,"train"
"2016-07-11 04:00:00",295.4,0,0,75,0,4,7,"Monday",0,848,"train"
"2016-07-11 05:00:00",295.37,0,0,75,0,5,7,"Monday",0,2780,"train"
"2016-07-11 06:00:00",295.05,0,0,90,0,6,7,"Monday",0,5211,"train"
"2016-07-11 07:00:00",294.99,0,0,75,0,7,7,"Monday",0,5803,"train"
"2016-07-11 08:00:00",294.83,0,0,90,0,8,7,"Monday",0,5157,"train"
"2016-07-11 09:00:00",294.79,0,0,90,0,9,7,"Monday",0,4016,"train"
"2016-07-11 10:00:00",295.13,0,0,90,0,10,7,"Monday",0,3891,"train"
"2016-07-11 11:00:00",296.45,0,0,90,0,11,7,"Monday",0,3998,"train"
"2016-07-11 12:00:00",297.73,0,0,90,0,12,7,"Monday",0,4273,"train"
"2016-07-11 13:00:00",299.15,0,0,75,0,13,7,"Monday",0,4475,"train"
"2016-07-11 14:00:00",300.18,0,0,90,0,14,7,"Monday",0,4456,"train"
"2016-07-11 15:00:00",300.81,0,0,75,0,15,7,"Monday",0,4858,"train"
"2016-07-11 16:00:00",301.48,0,0,75,0,16,7,"Monday",0,5934,"train"
"2016-07-11 17:00:00",302.11,0,0,75,0,17,7,"Monday",0,5535,"train"
"2016-07-11 18:00:00",302.54,0,0,75,0,18,7,"Monday",0,3900,"train"
"2016-07-11 19:00:00",302.39,0,0,75,0,19,7,"Monday",0,2856,"train"
"2016-07-11 20:00:00",302.45,0,0,75,0,20,7,"Monday",0,2506,"train"
"2016-07-11 21:00:00",301.7,0,0,75,0,21,7,"Monday",0,2062,"train"
"2016-07-11 22:00:00",300.35,0.51,0,75,0,22,7,"Monday",0,1544,"train"
"2016-07-11 23:00:00",299.61,0,0,90,0,23,7,"Monday",0,995,"train"
"2016-07-12 00:00:00",298.88,0,0,90,0,0,7,"Tuesday",0,589,"train"
"2016-07-12 01:00:00",296.36,2.1,0,75,0,1,7,"Tuesday",0,379,"train"
"2016-07-12 02:00:00",295.15,0,0,90,0,2,7,"Tuesday",0,249,"train"
"2016-07-12 03:00:00",294.81,0,0,90,0,3,7,"Tuesday",0,312,"train"
"2016-07-12 04:00:00",294.5,0,0,90,0,4,7,"Tuesday",0,859,"train"
"2016-07-12 05:00:00",294.55,0,0,90,0,5,7,"Tuesday",0,2790,"train"
"2016-07-12 06:00:00",294.42,0,0,90,0,6,7,"Tuesday",0,5344,"train"
"2016-07-12 07:00:00",293.82,0,0,75,0,7,7,"Tuesday",0,6106,"train"
"2016-07-12 08:00:00",294.27,0,0,75,0,8,7,"Tuesday",0,5591,"train"
"2016-07-12 09:00:00",295.38,0,0,57.5,0,9,7,"Tuesday",1,4872,"train"
"2016-07-12 10:00:00",296.48,0,0,40,0,10,7,"Tuesday",0,4154,"train"
"2016-07-12 11:00:00",298.15,0,0,40,0,11,7,"Tuesday",0,4392,"train"
"2016-07-12 12:00:00",299.05,0,0,20,0,12,7,"Tuesday",0,4430,"train"
"2016-07-12 13:00:00",300.02,0,0,10.5,0,13,7,"Tuesday",1,4649,"train"
"2016-07-12 14:00:00",300.99,0,0,1,0,14,7,"Tuesday",0,4868,"train"
"2016-07-12 15:00:00",301.68,0,0,20,0,15,7,"Tuesday",0,5345,"train"
"2016-07-12 16:00:00",301.62,0,0,1,0,16,7,"Tuesday",0,5750,"train"
"2016-07-12 17:00:00",301.52,0,0,1,0,17,7,"Tuesday",1,4900,"train"
"2016-07-12 18:00:00",301.43,0,0,1,0,18,7,"Tuesday",0,4051,"train"
"2016-07-12 19:00:00",300.78,0,0,1,0,19,7,"Tuesday",0,3066,"train"
"2016-07-12 20:00:00",299.52,0,0,1,0,20,7,"Tuesday",0,2764,"train"
"2016-07-12 21:00:00",297.89,0,0,1,0,21,7,"Tuesday",0,2802,"train"
"2016-07-12 22:00:00",296.43,0,0,1,0,22,7,"Tuesday",0,2147,"train"
"2016-07-12 23:00:00",295.7,0,0,1,0,23,7,"Tuesday",0,1208,"train"
"2016-07-13 00:00:00",295.34,0,0,1,0,0,7,"Wednesday",0,610,"train"
"2016-07-13 01:00:00",295.2,0,0,1,0,1,7,"Wednesday",0,383,"train"
"2016-07-13 02:00:00",295.09,0,0,1,0,2,7,"Wednesday",0,271,"train"
"2016-07-13 03:00:00",295.09,0,0,1,0,3,7,"Wednesday",0,357,"train"
"2016-07-13 04:00:00",294.71,0,0,1,0,4,7,"Wednesday",0,855,"train"
"2016-07-13 05:00:00",294.2,0,0,1,0,5,7,"Wednesday",0,2869,"train"
"2016-07-13 06:00:00",294.25,0,0,20,0,6,7,"Wednesday",0,5402,"train"
"2016-07-13 07:00:00",294.99,0,0,20,0,7,7,"Wednesday",0,6025,"train"
"2016-07-13 08:00:00",295.83,0,0,40,0,8,7,"Wednesday",0,5598,"train"
"2016-07-13 09:00:00",296.3,0,0,26,0,9,7,"Wednesday",1,4836,"train"
"2016-07-13 10:00:00",296.78,0,0,12,0,10,7,"Wednesday",0,4075,"train"
"2016-07-13 11:00:00",298.17,0,0,0,0,11,7,"Wednesday",0,4449,"train"
"2016-07-13 12:00:00",299.8,0,0,0,0,12,7,"Wednesday",0,4858,"train"
"2016-07-13 13:00:00",300.36,0,0,0.5,0,13,7,"Wednesday",1,4830,"train"
"2016-07-13 14:00:00",300.92,0,0,1,0,14,7,"Wednesday",0,4802,"train"
"2016-07-13 15:00:00",301.01,0,0,20,0,15,7,"Wednesday",0,5137,"train"
"2016-07-13 16:00:00",300.78,0,0,40,0,16,7,"Wednesday",0,5870,"train"
"2016-07-13 17:00:00",300.47,0,0,40,0,17,7,"Wednesday",1,5030,"train"
"2016-07-13 18:00:00",300.16,0,0,40,0,18,7,"Wednesday",0,4191,"train"
"2016-07-13 19:00:00",299.58,0,0,20,0,19,7,"Wednesday",0,3039,"train"
"2016-07-13 20:00:00",299.06,0,0,1,0,20,7,"Wednesday",0,2703,"train"
"2016-07-13 21:00:00",298.02,0,0,0,0,21,7,"Wednesday",0,2935,"train"
"2016-07-13 22:00:00",295.78,0,0,0,0,22,7,"Wednesday",0,2231,"train"
"2016-07-13 23:00:00",295.78,0,0,0,0,23,7,"Wednesday",0,1209,"train"
"2016-07-14 00:00:00",293.17,0,0,0,0,0,7,"Thursday",0,628,"train"
"2016-07-14 01:00:00",293.17,0,0,0,0,1,7,"Thursday",0,394,"train"
"2016-07-14 02:00:00",293.17,0,0,0,0,2,7,"Thursday",0,282,"train"
"2016-07-14 03:00:00",291.81,0,0,36,0,3,7,"Thursday",0,346,"train"
"2016-07-14 04:00:00",291.81,0,0,36,0,4,7,"Thursday",0,834,"train"
"2016-07-14 05:00:00",291.81,0,0,36,0,5,7,"Thursday",0,2859,"train"
"2016-07-14 06:00:00",291.95,0,0,44,0,6,7,"Thursday",0,5394,"train"
"2016-07-14 07:00:00",291.95,0,0,44,0,7,7,"Thursday",0,6131,"train"
"2016-07-14 08:00:00",291.95,0,0,44,0,8,7,"Thursday",0,5620,"train"
"2016-07-14 09:00:00",293.32,0,0,92,0,9,7,"Thursday",0,4702,"train"
"2016-07-14 10:00:00",293.32,0,0,92,0,10,7,"Thursday",0,4134,"train"
"2016-07-14 11:00:00",293.32,0,0,92,0,11,7,"Thursday",0,4394,"train"
"2016-07-14 12:00:00",294.04,0,0,68,0,12,7,"Thursday",0,4738,"train"
"2016-07-14 13:00:00",294.04,0,0,68,0,13,7,"Thursday",0,4687,"train"
"2016-07-14 14:00:00",294.04,0,0,68,0,14,7,"Thursday",0,4895,"train"
"2016-07-14 15:00:00",295.25,0,0,68,0,15,7,"Thursday",0,5405,"train"
"2016-07-14 16:00:00",295.25,0,0,68,0,16,7,"Thursday",0,5854,"train"
"2016-07-14 17:00:00",295.25,0,0,68,0,17,7,"Thursday",0,5568,"train"
"2016-07-14 18:00:00",293.73,0,0,88,0,18,7,"Thursday",0,4279,"train"
"2016-07-14 19:00:00",293.73,0,0,88,0,19,7,"Thursday",0,3191,"train"
"2016-07-14 20:00:00",293.73,0,0,88,0,20,7,"Thursday",0,2825,"train"
"2016-07-14 21:00:00",291.62,0,0,92,0,21,7,"Thursday",0,2931,"train"
"2016-07-14 22:00:00",291.62,0,0,92,0,22,7,"Thursday",0,2140,"train"
"2016-07-14 23:00:00",291.62,0,0,92,0,23,7,"Thursday",0,1215,"train"
"2016-07-15 00:00:00",289.69,0,0,80,0,0,7,"Friday",0,691,"train"
"2016-07-15 01:00:00",289.69,0,0,80,0,1,7,"Friday",0,436,"train"
"2016-07-15 02:00:00",289.69,0,0,80,0,2,7,"Friday",0,316,"train"
"2016-07-15 03:00:00",288.35,0,0,92,0,3,7,"Friday",0,371,"train"
"2016-07-15 04:00:00",288.35,0,0,92,0,4,7,"Friday",0,773,"train"
"2016-07-15 05:00:00",288.35,0,0,92,0,5,7,"Friday",0,2692,"train"
"2016-07-15 06:00:00",288.49,0,0,92,0,6,7,"Friday",0,4949,"train"
"2016-07-15 07:00:00",288.49,0,0,92,0,7,7,"Friday",0,5812,"train"
