"date_time","forecast","is_holiday","hour","day_of_week"
"2018-10-21 22:00:00",1624,0,22,"Sunday"
"2018-10-21 23:00:00",1022,0,23,"Sunday"
"2018-10-22 00:00:00",581,0,0,"Monday"
"2018-10-22 01:00:00",311,0,1,"Monday"
"2018-10-22 02:00:00",205,0,2,"Monday"
"2018-10-22 03:00:00",297,0,3,"Monday"
"2018-10-22 04:00:00",773,0,4,"Monday"
"2018-10-22 05:00:00",2459,0,5,"Monday"
"2018-10-22 06:00:00",4762,0,6,"Monday"
"2018-10-22 07:00:00",5486,0,7,"Monday"
"2018-10-22 08:00:00",5103,0,8,"Monday"
"2018-10-22 09:00:00",4490,0,9,"Monday"
"2018-10-22 10:00:00",4061,0,10,"Monday"
"2018-10-22 11:00:00",4081,0,11,"Monday"
"2018-10-22 12:00:00",4235,0,12,"Monday"
"2018-10-22 13:00:00",4324,0,13,"Monday"
"2018-10-22 14:00:00",4596,0,14,"Monday"
"2018-10-22 15:00:00",5111,0,15,"Monday"
"2018-10-22 16:00:00",5678,0,16,"Monday"
"2018-10-22 17:00:00",5124,0,17,"Monday"
"2018-10-22 18:00:00",3778,0,18,"Monday"
"2018-10-22 19:00:00",2783,0,19,"Monday"
"2018-10-22 20:00:00",2405,0,20,"Monday"
"2018-10-22 21:00:00",2066,0,21,"Monday"
"2018-10-22 22:00:00",1495,0,22,"Monday"
"2018-10-22 23:00:00",916,0,23,"Monday"
"2018-10-23 00:00:00",492,0,0,"Tuesday"
"2018-10-23 01:00:00",271,0,1,"Tuesday"
"2018-10-23 02:00:00",181,0,2,"Tuesday"
"2018-10-23 03:00:00",288,0,3,"Tuesday"
"2018-10-23 04:00:00",821,0,4,"Tuesday"
"2018-10-23 05:00:00",2713,0,5,"Tuesday"
"2018-10-23 06:00:00",5160,0,6,"Tuesday"
"2018-10-23 07:00:00",5737,0,7,"Tuesday"
"2018-10-23 08:00:00",5342,0,8,"Tuesday"
"2018-10-23 09:00:00",4757,0,9,"Tuesday"
"2018-10-23 10:00:00",4227,0,10,"Tuesday"
"2018-10-23 11:00:00",4205,0,11,"Tuesday"
"2018-10-23 12:00:00",4334,0,12,"Tuesday"
"2018-10-23 13:00:00",4414,0,13,"Tuesday"
"2018-10-23 14:00:00",4681,0,14,"Tuesday"
"2018-10-23 15:00:00",5236,0,15,"Tuesday"
"2018-10-23 16:00:00",5928,0,16,"Tuesday"
"2018-10-23 17:00:00",5420,0,17,"Tuesday"
"2018-10-23 18:00:00",3984,0,18,"Tuesday"
"2018-10-23 19:00:00",2928,0,19,"Tuesday"
"2018-10-23 20:00:00",2519,0,20,"Tuesday"
"2018-10-23 21:00:00",2228,0,21,"Tuesday"
"2018-10-23 22:00:00",1620,0,22,"Tuesday"
"2018-10-23 23:00:00",946,0,23,"Tuesday"
"2018-10-24 00:00:00",493,0,0,"Wednesday"
"2018-10-24 01:00:00",288,0,1,"Wednesday"
"2018-10-24 02:00:00",205,0,2,"Wednesday"
"2018-10-24 03:00:00",303,0,3,"Wednesday"
"2018-10-24 04:00:00",787,0,4,"Wednesday"
"2018-10-24 05:00:00",2605,0,5,"Wednesday"
"2018-10-24 06:00:00",5099,0,6,"Wednesday"
"2018-10-24 07:00:00",5721,0,7,"Wednesday"
"2018-10-24 08:00:00",5378,0,8,"Wednesday"
"2018-10-24 09:00:00",4856,0,9,"Wednesday"
"2018-10-24 10:00:00",4299,0,10,"Wednesday"
"2018-10-24 11:00:00",4291,0,11,"Wednesday"
"2018-10-24 12:00:00",4402,0,12,"Wednesday"
"2018-10-24 13:00:00",4480,0,13,"Wednesday"
"2018-10-24 14:00:00",4712,0,14,"Wednesday"
"2018-10-24 15:00:00",5234,0,15,"Wednesday"
"2018-10-24 16:00:00",5963,0,16,"Wednesday"
"2018-10-24 17:00:00",5497,0,17,"Wednesday"
"2018-10-24 18:00:00",4127,0,18,"Wednesday"
"2018-10-24 19:00:00",3037,0,19,"Wednesday"
"2018-10-24 20:00:00",2622,0,20,"Wednesday"
"2018-10-24 21:00:00",2437,0,21,"Wednesday"
"2018-10-24 22:00:00",1861,0,22,"Wednesday"
"2018-10-24 23:00:00",1092,0,23,"Wednesday"
"2018-10-25 00:00:00",569,0,0,"Thursday"
"2018-10-25 01:00:00",333,0,1,"Thursday"
"2018-10-25 02:00:00",245,0,2,"Thursday"
"2018-10-25 03:00:00",333,0,3,"Thursday"
"2018-10-25 04:00:00",797,0,4,"Thursday"
"2018-10-25 05:00:00",2632,0,5,"Thursday"
"2018-10-25 06:00:00",5119,0,6,"Thursday"
"2018-10-25 07:00:00",5723,0,7,"Thursday"
"2018-10-25 08:00:00",5335,0,8,"Thursday"
"2018-10-25 09:00:00",4775,0,9,"Thursday"
"2018-10-25 10:00:00",4375,0,10,"Thursday"
"2018-10-25 11:00:00",4407,0,11,"Thursday"
"2018-10-25 12:00:00",4517,0,12,"Thursday"
"2018-10-25 13:00:00",4608,0,13,"Thursday"
"2018-10-25 14:00:00",4823,0,14,"Thursday"
"2018-10-25 15:00:00",5296,0,15,"Thursday"
"2018-10-25 16:00:00",5953,0,16,"Thursday"
"2018-10-25 17:00:00",5512,0,17,"Thursday"
"2018-10-25 18:00:00",4245,0,18,"Thursday"
"2018-10-25 19:00:00",3150,0,19,"Thursday"
"2018-10-25 20:00:00",2751,0,20,"Thursday"
"2018-10-25 21:00:00",2634,0,21,"Thursday"
"2018-10-25 22:00:00",2115,0,22,"Thursday"
"2018-10-25 23:00:00",1296,0,23,"Thursday"
"2018-10-26 00:00:00",711,0,0,"Friday"
"2018-10-26 01:00:00",412,0,1,"Friday"
"2018-10-26 02:00:00",301,0,2,"Friday"
"2018-10-26 03:00:00",373,0,3,"Friday"
"2018-10-26 04:00:00",784,0,4,"Friday"
"2018-10-26 05:00:00",2358,0,5,"Friday"
"2018-10-26 06:00:00",4469,0,6,"Friday"
"2018-10-26 07:00:00",5346,0,7,"Friday"
"2018-10-26 08:00:00",5052,0,8,"Friday"
"2018-10-26 09:00:00",4572,0,9,"Friday"
"2018-10-26 10:00:00",4351,0,10,"Friday"
"2018-10-26 11:00:00",4419,0,11,"Friday"
"2018-10-26 12:00:00",4557,0,12,"Friday"
"2018-10-26 13:00:00",4690,0,13,"Friday"
"2018-10-26 14:00:00",4885,0,14,"Friday"
"2018-10-26 15:00:00",5236,0,15,"Friday"
"2018-10-26 16:00:00",5597,0,16,"Friday"
"2018-10-26 17:00:00",5134,0,17,"Friday"
"2018-10-26 18:00:00",4189,0,18,"Friday"
"2018-10-26 19:00:00",3278,0,19,"Friday"
"2018-10-26 20:00:00",2877,0,20,"Friday"
"2018-10-26 21:00:00",2813,0,21,"Friday"
"2018-10-26 22:00:00",2585,0,22,"Friday"
"2018-10-26 23:00:00",1938,0,23,"Friday"
"2018-10-27 00:00:00",1169,0,0,"Saturday"
"2018-10-27 01:00:00",702,0,1,"Saturday"
"2018-10-27 02:00:00",442,0,2,"Saturday"
"2018-10-27 03:00:00",351,0,3,"Saturday"
"2018-10-27 04:00:00",389,0,4,"Saturday"
"2018-10-27 05:00:00",624,0,5,"Saturday"
"2018-10-27 06:00:00",1022,0,6,"Saturday"
"2018-10-27 07:00:00",1532,0,7,"Saturday"
"2018-10-27 08:00:00",2167,0,8,"Saturday"
"2018-10-27 09:00:00",2909,0,9,"Saturday"
"2018-10-27 10:00:00",3537,0,10,"Saturday"
"2018-10-27 11:00:00",3981,0,11,"Saturday"
"2018-10-27 12:00:00",4259,0,12,"Saturday"
"2018-10-27 13:00:00",4355,0,13,"Saturday"
"2018-10-27 14:00:00",4350,0,14,"Saturday"
"2018-10-27 15:00:00",4298,0,15,"Saturday"
"2018-10-27 16:00:00",4250,0,16,"Saturday"
"2018-10-27 17:00:00",4057,0,17,"Saturday"
"2018-10-27 18:00:00",3773,0,18,"Saturday"
"2018-10-27 19:00:00",3248,0,19,"Saturday"
"2018-10-27 20:00:00",3000,0,20,"Saturday"
"2018-10-27 21:00:00",2911,0,21,"Saturday"
"2018-10-27 22:00:00",2599,0,22,"Saturday"
"2018-10-27 23:00:00",1994,0,23,"Saturday"
"2018-10-28 00:00:00",1280,0,0,"Sunday"
"2018-10-28 01:00:00",760,0,1,"Sunday"
"2018-10-28 02:00:00",460,0,2,"Sunday"
"2018-10-28 03:00:00",302,0,3,"Sunday"
"2018-10-28 04:00:00",306,0,4,"Sunday"
"2018-10-28 05:00:00",429,0,5,"Sunday"
"2018-10-28 06:00:00",767,0,6,"Sunday"
"2018-10-28 07:00:00",1211,0,7,"Sunday"
"2018-10-28 08:00:00",1794,0,8,"Sunday"
"2018-10-28 09:00:00",2533,0,9,"Sunday"
"2018-10-28 10:00:00",3222,0,10,"Sunday"
"2018-10-28 11:00:00",3733,0,11,"Sunday"
"2018-10-28 12:00:00",4061,0,12,"Sunday"
"2018-10-28 13:00:00",4201,0,13,"Sunday"
"2018-10-28 14:00:00",4221,0,14,"Sunday"
"2018-10-28 15:00:00",4192,0,15,"Sunday"
"2018-10-28 16:00:00",4136,0,16,"Sunday"
"2018-10-28 17:00:00",3931,0,17,"Sunday"
"2018-10-28 18:00:00",3455,0,18,"Sunday"
"2018-10-28 19:00:00",2925,0,19,"Sunday"
"2018-10-28 20:00:00",2568,0,20,"Sunday"
"2018-10-28 21:00:00",2201,0,21,"Sunday"
"2018-10-28 22:00:00",1624,0,22,"Sunday"
"2018-10-28 23:00:00",1022,0,23,"Sunday"
"2018-10-29 00:00:00",581,0,0,"Monday"
"2018-10-29 01:00:00",311,0,1,"Monday"
"2018-10-29 02:00:00",205,0,2,"Monday"
"2018-10-29 03:00:00",297,0,3,"Monday"
"2018-10-29 04:00:00",773,0,4,"Monday"
"2018-10-29 05:00:00",2459,0,5,"Monday"
"2018-10-29 06:00:00",4762,0,6,"Monday"
"2018-10-29 07:00:00",5487,0,7,"Monday"
"2018-10-29 08:00:00",5103,0,8,"Monday"
"2018-10-29 09:00:00",4490,0,9,"Monday"
"2018-10-29 10:00:00",4061,0,10,"Monday"
"2018-10-29 11:00:00",4081,0,11,"Monday"
"2018-10-29 12:00:00",4235,0,12,"Monday"
"2018-10-29 13:00:00",4324,0,13,"Monday"
"2018-10-29 14:00:00",4596,0,14,"Monday"
"2018-10-29 15:00:00",5111,0,15,"Monday"
"2018-10-29 16:00:00",5678,0,16,"Monday"
"2018-10-29 17:00:00",5124,0,17,"Monday"
"2018-10-29 18:00:00",3778,0,18,"Monday"
"2018-10-29 19:00:00",2783,0,19,"Monday"
"2018-10-29 20:00:00",2405,0,20,"Monday"
"2018-10-29 21:00:00",2066,0,21,"Monday"
"2018-10-29 22:00:00",1495,0,22,"Monday"
"2018-10-29 23:00:00",916,0,23,"Monday"
"2018-10-30 00:00:00",492,0,0,"Tuesday"
"2018-10-30 01:00:00",271,0,1,"Tuesday"
"2018-10-30 02:00:00",181,0,2,"Tuesday"
"2018-10-30 03:00:00",288,0,3,"Tuesday"
"2018-10-30 04:00:00",821,0,4,"Tuesday"
"2018-10-30 05:00:00",2713,0,5,"Tuesday"
"2018-10-30 06:00:00",5160,0,6,"Tuesday"
"2018-10-30 07:00:00",5737,0,7,"Tuesday"
"2018-10-30 08:00:00",5342,0,8,"Tuesday"
"2018-10-30 09:00:00",4757,0,9,"Tuesday"
"2018-10-30 10:00:00",4227,0,10,"Tuesday"
"2018-10-30 11:00:00",4205,0,11,"Tuesday"
"2018-10-30 12:00:00",4334,0,12,"Tuesday"
"2018-10-30 13:00:00",4414,0,13,"Tuesday"
"2018-10-30 14:00:00",4681,0,14,"Tuesday"
"2018-10-30 15:00:00",5236,0,15,"Tuesday"
"2018-10-30 16:00:00",5928,0,16,"Tuesday"
"2018-10-30 17:00:00",5420,0,17,"Tuesday"
"2018-10-30 18:00:00",3984,0,18,"Tuesday"
"2018-10-30 19:00:00",2928,0,19,"Tuesday"
"2018-10-30 20:00:00",2519,0,20,"Tuesday"
"2018-10-30 21:00:00",2228,0,21,"Tuesday"
"2018-10-30 22:00:00",1620,0,22,"Tuesday"
"2018-10-30 23:00:00",946,0,23,"Tuesday"
"2018-10-31 00:00:00",493,0,0,"Wednesday"
"2018-10-31 01:00:00",288,0,1,"Wednesday"
"2018-10-31 02:00:00",205,0,2,"Wednesday"
"2018-10-31 03:00:00",303,0,3,"Wednesday"
"2018-10-31 04:00:00",787,0,4,"Wednesday"
"2018-10-31 05:00:00",2605,0,5,"Wednesday"
"2018-10-31 06:00:00",5099,0,6,"Wednesday"
"2018-10-31 07:00:00",5721,0,7,"Wednesday"
"2018-10-31 08:00:00",5378,0,8,"Wednesday"
"2018-10-31 09:00:00",4856,0,9,"Wednesday"
"2018-10-31 10:00:00",4299,0,10,"Wednesday"
"2018-10-31 11:00:00",4291,0,11,"Wednesday"
"2018-10-31 12:00:00",4402,0,12,"Wednesday"
"2018-10-31 13:00:00",4480,0,13,"Wednesday"
"2018-10-31 14:00:00",4712,0,14,"Wednesday"
"2018-10-31 15:00:00",5234,0,15,"Wednesday"
"2018-10-31 16:00:00",5963,0,16,"Wednesday"
"2018-10-31 17:00:00",5497,0,17,"Wednesday"
"2018-10-31 18:00:00",4127,0,18,"Wednesday"
"2018-10-31 19:00:00",3037,0,19,"Wednesday"
"2018-10-31 20:00:00",2622,0,20,"Wednesday"
"2018-10-31 21:00:00",2437,0,21,"Wednesday"
"2018-10-31 22:00:00",1861,0,22,"Wednesday"
"2018-10-31 23:00:00",1092,0,23,"Wednesday"
"2018-11-01 00:00:00",569,0,0,"Thursday"
"2018-11-01 01:00:00",345,0,1,"Thursday"
"2018-11-01 02:00:00",264,0,2,"Thursday"
"2018-11-01 03:00:00",352,0,3,"Thursday"
"2018-11-01 04:00:00",778,0,4,"Thursday"
"2018-11-01 05:00:00",2482,0,5,"Thursday"
"2018-11-01 06:00:00",4911,0,6,"Thursday"
"2018-11-01 07:00:00",5616,0,7,"Thursday"
"2018-11-01 08:00:00",5274,0,8,"Thursday"
"2018-11-01 09:00:00",4766,0,9,"Thursday"
"2018-11-01 10:00:00",4378,0,10,"Thursday"
"2018-11-01 11:00:00",4407,0,11,"Thursday"
"2018-11-01 12:00:00",4518,0,12,"Thursday"
"2018-11-01 13:00:00",4626,0,13,"Thursday"
"2018-11-01 14:00:00",4858,0,14,"Thursday"
"2018-11-01 15:00:00",5324,0,15,"Thursday"
"2018-11-01 16:00:00",5950,0,16,"Thursday"
"2018-11-01 17:00:00",5514,0,17,"Thursday"
"2018-11-01 18:00:00",4225,0,18,"Thursday"
"2018-11-01 19:00:00",3100,0,19,"Thursday"
"2018-11-01 20:00:00",2696,0,20,"Thursday"
"2018-11-01 21:00:00",2595,0,21,"Thursday"
"2018-11-01 22:00:00",2095,0,22,"Thursday"
"2018-11-01 23:00:00",1289,0,23,"Thursday"
"2018-11-02 00:00:00",707,0,0,"Friday"
"2018-11-02 01:00:00",407,0,1,"Friday"
"2018-11-02 02:00:00",301,0,2,"Friday"
"2018-11-02 03:00:00",378,0,3,"Friday"
"2018-11-02 04:00:00",754,0,4,"Friday"
"2018-11-02 05:00:00",2220,0,5,"Friday"
"2018-11-02 06:00:00",4273,0,6,"Friday"
"2018-11-02 07:00:00",5244,0,7,"Friday"
"2018-11-02 08:00:00",5029,0,8,"Friday"
"2018-11-02 09:00:00",4599,0,9,"Friday"
"2018-11-02 10:00:00",4385,0,10,"Friday"
"2018-11-02 11:00:00",4436,0,11,"Friday"
"2018-11-02 12:00:00",4583,0,12,"Friday"
"2018-11-02 13:00:00",4725,0,13,"Friday"
"2018-11-02 14:00:00",4933,0,14,"Friday"
"2018-11-02 15:00:00",5283,0,15,"Friday"
"2018-11-02 16:00:00",5621,0,16,"Friday"
"2018-11-02 17:00:00",5162,0,17,"Friday"
"2018-11-02 18:00:00",4180,0,18,"Friday"
"2018-11-02 19:00:00",3236,0,19,"Friday"
"2018-11-02 20:00:00",2812,0,20,"Friday"
"2018-11-02 21:00:00",2752,0,21,"Friday"
"2018-11-02 22:00:00",2540,0,22,"Friday"
"2018-11-02 23:00:00",1900,0,23,"Friday"
"2018-11-03 00:00:00",1140,0,0,"Saturday"
"2018-11-03 01:00:00",679,0,1,"Saturday"
"2018-11-03 02:00:00",432,0,2,"Saturday"
"2018-11-03 03:00:00",352,0,3,"Saturday"
"2018-11-03 04:00:00",397,0,4,"Saturday"
"2018-11-03 05:00:00",617,0,5,"Saturday"
"2018-11-03 06:00:00",999,0,6,"Saturday"
"2018-11-03 07:00:00",1460,0,7,"Saturday"
"2018-11-03 08:00:00",2043,0,8,"Saturday"
"2018-11-03 09:00:00",2763,0,9,"Saturday"
"2018-11-03 10:00:00",3424,0,10,"Saturday"
"2018-11-03 11:00:00",3920,0,11,"Saturday"
"2018-11-03 12:00:00",4243,0,12,"Saturday"
"2018-11-03 13:00:00",4376,0,13,"Saturday"
"2018-11-03 14:00:00",4385,0,14,"Saturday"
"2018-11-03 15:00:00",4335,0,15,"Saturday"
"2018-11-03 16:00:00",4265,0,16,"Saturday"
"2018-11-03 17:00:00",4047,0,17,"Saturday"
"2018-11-03 18:00:00",3702,0,18,"Saturday"
"2018-11-03 19:00:00",3152,0,19,"Saturday"
"2018-11-03 20:00:00",2895,0,20,"Saturday"
"2018-11-03 21:00:00",2804,0,21,"Saturday"
"2018-11-03 22:00:00",2502,0,22,"Saturday"
"2018-11-03 23:00:00",1904,0,23,"Saturday"
"2018-11-04 00:00:00",1217,0,0,"Sunday"
"2018-11-04 01:00:00",723,0,1,"Sunday"
"2018-11-04 02:00:00",444,0,2,"Sunday"
"2018-11-04 03:00:00",304,0,3,"Sunday"
"2018-11-04 04:00:00",318,0,4,"Sunday"
"2018-11-04 05:00:00",434,0,5,"Sunday"
"2018-11-04 06:00:00",758,0,6,"Sunday"
"2018-11-04 07:00:00",1177,0,7,"Sunday"
"2018-11-04 08:00:00",1712,0,8,"Sunday"
"2018-11-04 09:00:00",2384,0,9,"Sunday"
"2018-11-04 10:00:00",3065,0,10,"Sunday"
"2018-11-04 11:00:00",3604,0,11,"Sunday"
"2018-11-04 12:00:00",3965,0,12,"Sunday"
"2018-11-04 13:00:00",4151,0,13,"Sunday"
"2018-11-04 14:00:00",4194,0,14,"Sunday"
"2018-11-04 15:00:00",4162,0,15,"Sunday"
"2018-11-04 16:00:00",4081,0,16,"Sunday"
"2018-11-04 17:00:00",3814,0,17,"Sunday"
"2018-11-04 18:00:00",3282,0,18,"Sunday"
"2018-11-04 19:00:00",2745,0,19,"Sunday"
"2018-11-04 20:00:00",2406,0,20,"Sunday"
"2018-11-04 21:00:00",2068,0,21,"Sunday"
"2018-11-04 22:00:00",1551,0,22,"Sunday"
"2018-11-04 23:00:00",976,0,23,"Sunday"
"2018-11-05 00:00:00",560,0,0,"Monday"
"2018-11-05 01:00:00",307,0,1,"Monday"
"2018-11-05 02:00:00",213,0,2,"Monday"
"2018-11-05 03:00:00",314,0,3,"Monday"
"2018-11-05 04:00:00",768,0,4,"Monday"
"2018-11-05 05:00:00",2344,0,5,"Monday"
"2018-11-05 06:00:00",4544,0,6,"Monday"
"2018-11-05 07:00:00",5337,0,7,"Monday"
"2018-11-05 08:00:00",5007,0,8,"Monday"
"2018-11-05 09:00:00",4450,0,9,"Monday"
"2018-11-05 10:00:00",4046,0,10,"Monday"
"2018-11-05 11:00:00",4065,0,11,"Monday"
"2018-11-05 12:00:00",4213,0,12,"Monday"
"2018-11-05 13:00:00",4319,0,13,"Monday"
"2018-11-05 14:00:00",4596,0,14,"Monday"
"2018-11-05 15:00:00",5072,0,15,"Monday"
"2018-11-05 16:00:00",5559,0,16,"Monday"
"2018-11-05 17:00:00",5022,0,17,"Monday"
"2018-11-05 18:00:00",3696,0,18,"Monday"
"2018-11-05 19:00:00",2695,0,19,"Monday"
"2018-11-05 20:00:00",2300,0,20,"Monday"
"2018-11-05 21:00:00",1975,0,21,"Monday"
"2018-11-05 22:00:00",1455,0,22,"Monday"
"2018-11-05 23:00:00",901,0,23,"Monday"
"2018-11-06 00:00:00",492,0,0,"Tuesday"
"2018-11-06 01:00:00",279,0,1,"Tuesday"
"2018-11-06 02:00:00",196,0,2,"Tuesday"
"2018-11-06 03:00:00",310,0,3,"Tuesday"
"2018-11-06 04:00:00",822,0,4,"Tuesday"
"2018-11-06 05:00:00",2610,0,5,"Tuesday"
"2018-11-06 06:00:00",5001,0,6,"Tuesday"
"2018-11-06 07:00:00",5610,0,7,"Tuesday"
"2018-11-06 08:00:00",5236,0,8,"Tuesday"
"2018-11-06 09:00:00",4707,0,9,"Tuesday"
"2018-11-06 10:00:00",4200,0,10,"Tuesday"
"2018-11-06 11:00:00",4180,0,11,"Tuesday"
"2018-11-06 12:00:00",4311,0,12,"Tuesday"
"2018-11-06 13:00:00",4393,0,13,"Tuesday"
"2018-11-06 14:00:00",4674,0,14,"Tuesday"
"2018-11-06 15:00:00",5216,0,15,"Tuesday"
"2018-11-06 16:00:00",5855,0,16,"Tuesday"
"2018-11-06 17:00:00",5348,0,17,"Tuesday"
"2018-11-06 18:00:00",3916,0,18,"Tuesday"
"2018-11-06 19:00:00",2856,0,19,"Tuesday"
"2018-11-06 20:00:00",2451,0,20,"Tuesday"
"2018-11-06 21:00:00",2163,0,21,"Tuesday"
"2018-11-06 22:00:00",1568,0,22,"Tuesday"
"2018-11-06 23:00:00",921,0,23,"Tuesday"
"2018-11-07 00:00:00",492,0,0,"Wednesday"
"2018-11-07 01:00:00",294,0,1,"Wednesday"
"2018-11-07 02:00:00",217,0,2,"Wednesday"
"2018-11-07 03:00:00",323,0,3,"Wednesday"
"2018-11-07 04:00:00",786,0,4,"Wednesday"
"2018-11-07 05:00:00",2502,0,5,"Wednesday"
"2018-11-07 06:00:00",4899,0,6,"Wednesday"
"2018-11-07 07:00:00",5567,0,7,"Wednesday"
"2018-11-07 08:00:00",5259,0,8,"Wednesday"
"2018-11-07 09:00:00",4791,0,9,"Wednesday"
"2018-11-07 10:00:00",4277,0,10,"Wednesday"
"2018-11-07 11:00:00",4268,0,11,"Wednesday"
"2018-11-07 12:00:00",4379,0,12,"Wednesday"
"2018-11-07 13:00:00",4464,0,13,"Wednesday"
"2018-11-07 14:00:00",4715,0,14,"Wednesday"
"2018-11-07 15:00:00",5230,0,15,"Wednesday"
"2018-11-07 16:00:00",5907,0,16,"Wednesday"
"2018-11-07 17:00:00",5448,0,17,"Wednesday"
"2018-11-07 18:00:00",4071,0,18,"Wednesday"
"2018-11-07 19:00:00",2976,0,19,"Wednesday"
"2018-11-07 20:00:00",2561,0,20,"Wednesday"
"2018-11-07 21:00:00",2377,0,21,"Wednesday"
"2018-11-07 22:00:00",1816,0,22,"Wednesday"
"2018-11-07 23:00:00",1070,0,23,"Wednesday"
"2018-11-08 00:00:00",564,0,0,"Thursday"
"2018-11-08 01:00:00",333,0,1,"Thursday"
"2018-11-08 02:00:00",252,0,2,"Thursday"
"2018-11-08 03:00:00",347,0,3,"Thursday"
"2018-11-08 04:00:00",786,0,4,"Thursday"
"2018-11-08 05:00:00",2514,0,5,"Thursday"
"2018-11-08 06:00:00",4915,0,6,"Thursday"
"2018-11-08 07:00:00",5580,0,7,"Thursday"
"2018-11-08 08:00:00",5235,0,8,"Thursday"
"2018-11-08 09:00:00",4729,0,9,"Thursday"
"2018-11-08 10:00:00",4358,0,10,"Thursday"
"2018-11-08 11:00:00",4389,0,11,"Thursday"
"2018-11-08 12:00:00",4499,0,12,"Thursday"
"2018-11-08 13:00:00",4605,0,13,"Thursday"
"2018-11-08 14:00:00",4838,0,14,"Thursday"
"2018-11-08 15:00:00",5305,0,15,"Thursday"
"2018-11-08 16:00:00",5930,0,16,"Thursday"
"2018-11-08 17:00:00",5488,0,17,"Thursday"
"2018-11-08 18:00:00",4204,0,18,"Thursday"
"2018-11-08 19:00:00",3085,0,19,"Thursday"
"2018-11-08 20:00:00",2685,0,20,"Thursday"
"2018-11-08 21:00:00",2587,0,21,"Thursday"
"2018-11-08 22:00:00",2087,0,22,"Thursday"
"2018-11-08 23:00:00",1284,0,23,"Thursday"
"2018-11-09 00:00:00",705,0,0,"Friday"
"2018-11-09 01:00:00",406,0,1,"Friday"
"2018-11-09 02:00:00",301,0,2,"Friday"
"2018-11-09 03:00:00",379,0,3,"Friday"
"2018-11-09 04:00:00",754,0,4,"Friday"
"2018-11-09 05:00:00",2211,0,5,"Friday"
"2018-11-09 06:00:00",4251,0,6,"Friday"
"2018-11-09 07:00:00",5224,0,7,"Friday"
"2018-11-09 08:00:00",5019,0,8,"Friday"
"2018-11-09 09:00:00",4595,0,9,"Friday"
"2018-11-09 10:00:00",4382,0,10,"Friday"
"2018-11-09 11:00:00",4432,0,11,"Friday"
"2018-11-09 12:00:00",4579,0,12,"Friday"
"2018-11-09 13:00:00",4721,0,13,"Friday"
"2018-11-09 14:00:00",4928,0,14,"Friday"
"2018-11-09 15:00:00",5276,0,15,"Friday"
"2018-11-09 16:00:00",5612,0,16,"Friday"
"2018-11-09 17:00:00",5155,0,17,"Friday"
"2018-11-09 18:00:00",4176,0,18,"Friday"
"2018-11-09 19:00:00",3233,0,19,"Friday"
"2018-11-09 20:00:00",2810,0,20,"Friday"
"2018-11-09 21:00:00",2750,0,21,"Friday"
"2018-11-09 22:00:00",2538,0,22,"Friday"
"2018-11-09 23:00:00",1898,0,23,"Friday"
"2018-11-10 00:00:00",1139,0,0,"Saturday"
"2018-11-10 01:00:00",679,0,1,"Saturday"
"2018-11-10 02:00:00",432,0,2,"Saturday"
"2018-11-10 03:00:00",352,0,3,"Saturday"
"2018-11-10 04:00:00",397,0,4,"Saturday"
"2018-11-10 05:00:00",617,0,5,"Saturday"
"2018-11-10 06:00:00",998,0,6,"Saturday"
"2018-11-10 07:00:00",1459,0,7,"Saturday"
"2018-11-10 08:00:00",2041,0,8,"Saturday"
"2018-11-10 09:00:00",2760,0,9,"Saturday"
"2018-11-10 10:00:00",3421,0,10,"Saturday"
"2018-11-10 11:00:00",3917,0,11,"Saturday"
"2018-11-10 12:00:00",4240,0,12,"Saturday"
"2018-11-10 13:00:00",4374,0,13,"Saturday"
"2018-11-10 14:00:00",4384,0,14,"Saturday"
"2018-11-10 15:00:00",4333,0,15,"Saturday"
"2018-11-10 16:00:00",4263,0,16,"Saturday"
"2018-11-10 17:00:00",4045,0,17,"Saturday"
"2018-11-10 18:00:00",3700,0,18,"Saturday"
"2018-11-10 19:00:00",3151,0,19,"Saturday"
"2018-11-10 20:00:00",2895,0,20,"Saturday"
"2018-11-10 21:00:00",2803,0,21,"Saturday"
"2018-11-10 22:00:00",2501,0,22,"Saturday"
"2018-11-10 23:00:00",1904,0,23,"Saturday"
"2018-11-11 00:00:00",1216,0,0,"Sunday"
"2018-11-11 01:00:00",723,0,1,"Sunday"
"2018-11-11 02:00:00",444,0,2,"Sunday"
"2018-11-11 03:00:00",304,0,3,"Sunday"
"2018-11-11 04:00:00",318,0,4,"Sunday"
"2018-11-11 05:00:00",434,0,5,"Sunday"
"2018-11-11 06:00:00",758,0,6,"Sunday"
"2018-11-11 07:00:00",1177,0,7,"Sunday"
"2018-11-11 08:00:00",1711,0,8,"Sunday"
"2018-11-11 09:00:00",2383,0,9,"Sunday"
"2018-11-11 10:00:00",3064,0,10,"Sunday"
"2018-11-11 11:00:00",3603,0,11,"Sunday"
"2018-11-11 12:00:00",3964,0,12,"Sunday"
"2018-11-11 13:00:00",4150,0,13,"Sunday"
"2018-11-11 14:00:00",4193,0,14,"Sunday"
"2018-11-11 15:00:00",4162,0,15,"Sunday"
"2018-11-11 16:00:00",4081,0,16,"Sunday"
"2018-11-11 17:00:00",3813,0,17,"Sunday"
"2018-11-11 18:00:00",3282,0,18,"Sunday"
"2018-11-11 19:00:00",2744,0,19,"Sunday"
"2018-11-11 20:00:00",2406,0,20,"Sunday"
